TextContent,TextType,url,Creator,CreatedAt,IssueID,RelatedPrID,IssueCategory,IsMPLF,CleanedTextContent
@mxnet-label-bot add [bug],IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506045142,vdantu,2019-06-26 21:06:30,15375,[15405],Memory bug,0,@mxnet-label-bot add [bug]
I agree with you about fixing  the memory leak in the NaiveEngine and thanks for raising that. But i disagree about the need to refactor the release of operator memory in the threaded engine. This was a conscious design decision to use Object pool for operator objects which would be manually removed from and added back to the pool. This removal and addition was supposed to be managed by graph executors and other modules that push operators to the engine. If readability is really the issue that is very subjective and  I don't really see the benefit trump the cost here.,IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506535345,anirudh2290,2019-06-27 22:33:59,15375,[15405],Memory bug,0,I agree with you about fixing the memory leak in the NaiveEngine and thanks for raising that. But i disagree about the need to refactor the release of operator memory in the threaded engine. This was a conscious design decision to use Object pool for operator objects which would be manually removed from and added back to the pool. This removal and addition was supposed to be managed by graph executors and other modules that push operators to the engine. If readability is really the issue that is very subjective and I don't really see the benefit trump the cost here.
"I agree with Anirudh.

I didn’t write the object pool code, but the reason it was done that way was to
avoid a new/delete operation in-line to the profiling, thus causing profiling to introduce possibly extra locks (and associated heap code), depending on the allocation library used, causing the “Observer Effect”, which is not desired in profiling, of all things. Ideally, the naive engine would use the same mechanism (a better change, imho), but since it’s not used as much for production workloads, I suppose they didn’t think it was worth it to code it. ",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506577210,cjolivier01,2019-06-28 02:32:32,15375,[15405],Memory bug,0,"I agree with Anirudh. I didn’t write the object pool code, but the reason it was done that way was to avoid a new/delete operation in-line to the profiling, thus causing profiling to introduce possibly extra locks (and associated heap code), depending on the allocation library used, causing the “Observer Effect”, which is not desired in profiling, of all things. Ideally, the naive engine would use the same mechanism (a better change, imho), but since it’s not used as much for production workloads, I suppose they didn’t think it was worth it to code it."
"@anirudh2290 I proposed refactoring around a unique_ptr I don't think is going to change the way memory is released, maybe you got a different impression of what I was suggesting to do. I don't know why are you oposing a proposed change right away without considering the benefits. Having a pointer released in a call hiearchy 3 levels down leads to bugs and memory leaks, is difficult to reason about it. Best is to use RAII and return a unique_ptr or similar which holds ownership. I don't think the way the release of resources is going to be modified or performance impacted in any way, but If the proposal is blocked from the start makes no sense to even propose a PR, this is not very encouraging.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506843795,larroy,2019-06-28 19:00:27,15375,[15405],Memory bug,0,"@anirudh2290 I proposed refactoring around a unique_ptr I don't think is going to change the way memory is released, maybe you got a different impression of what I was suggesting to do. I don't know why are you oposing a proposed change right away without considering the benefits. Having a pointer released in a call hiearchy 3 levels down leads to bugs and memory leaks, is difficult to reason about it. Best is to use RAII and return a unique_ptr or similar which holds ownership. I don't think the way the release of resources is going to be modified or performance impacted in any way, but If the proposal is blocked from the start makes no sense to even propose a PR, this is not very encouraging."
"@cjolivier01 I didn't understand a word of what you are writing. I'm not proposing to change the object pool, just make NewOp return a smart pointer.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506846181,larroy,2019-06-28 19:09:06,15375,[15405],Memory bug,0,"@cjolivier01 I didn't understand a word of what you are writing. I'm not proposing to change the object pool, just make NewOp return a smart pointer."
"@larroy even less encouraging is having you make a PR and then blocking it. I was trying to save you some time. Ownership of the pointer rests with the module that pushes it. So imperative or graph executor should handle it. If you are really keen on doing this do it in the graph executor. There is no need to touch the engine code here.

> Having a pointer released in a call hierarchy 3 levels down leads to bugs and memory leaks, is difficult to reason about it. 

This is the design, Engine relies on object pool for allocation, and the modules depend on engine to handle this, the modules just tell them when it wants a new operator creator or destroyed.
I think the code is very logical and it makes sense to me. Also, the memory leak you found is nowhere related to the ThreadedEngine code.

I considered the benefits of your approach: ""readability/understandability"" in the first comment.

",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506851797,anirudh2290,2019-06-28 19:31:25,15375,[15405],Memory bug,0,"@larroy even less encouraging is having you make a PR and then blocking it. I was trying to save you some time. Ownership of the pointer rests with the module that pushes it. So imperative or graph executor should handle it. If you are really keen on doing this do it in the graph executor. There is no need to touch the engine code here. > Having a pointer released in a call hierarchy 3 levels down leads to bugs and memory leaks, is difficult to reason about it. This is the design, Engine relies on object pool for allocation, and the modules depend on engine to handle this, the modules just tell them when it wants a new operator creator or destroyed. I think the code is very logical and it makes sense to me. Also, the memory leak you found is nowhere related to the ThreadedEngine code. I considered the benefits of your approach: ""readability/understandability"" in the first comment."
"I will make a small fix to the leak in Naive engine, and a separate PR with a refactor, so we can have a more focused and productive conversation then. Thanks for your feedback.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506863130,larroy,2019-06-28 20:14:03,15375,[15405],Memory bug,0,"I will make a small fix to the leak in Naive engine, and a separate PR with a refactor, so we can have a more focused and productive conversation then. Thanks for your feedback."
"@anirudh2290 it makes sense to you because you know the code, I would encourage you to read about the benfits of RAII. This is orthogonal to having an object pool for allocation, which I was not proposing to change.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506873322,larroy,2019-06-28 20:52:38,15375,[15405],Memory bug,0,"@anirudh2290 it makes sense to you because you know the code, I would encourage you to read about the benfits of RAII. This is orthogonal to having an object pool for allocation, which I was not proposing to change."
"> it makes sense to you because you know the code

So who are you targeting, someone unfamiliar with the code. Everyone needs to spend some time with the code to understand it, but after they spend that time it makes sense.

I know the benefits of RAII, but it doesn't apply to this use case of threaded engine. I am saying there is no need to change threaded engine code here which you are proposing to do. RAII won't benefit here, because engine itself is only responsible for indicating to the object pool that the object has to be deleted. The rest is taken care by the object pool itself. As I said if you really want to add RAII, do it in the graph executor (although I don't think it is really needed there either).",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506877531,anirudh2290,2019-06-28 21:08:46,15375,[15405],Memory bug,0,"> it makes sense to you because you know the code So who are you targeting, someone unfamiliar with the code. Everyone needs to spend some time with the code to understand it, but after they spend that time it makes sense. I know the benefits of RAII, but it doesn't apply to this use case of threaded engine. I am saying there is no need to change threaded engine code here which you are proposing to do. RAII won't benefit here, because engine itself is only responsible for indicating to the object pool that the object has to be deleted. The rest is taken care by the object pool itself. As I said if you really want to add RAII, do it in the graph executor (although I don't think it is really needed there either)."
"Maybe you know the code better and what I propose doesn't make sense, my proposal was to wrap the operator in a unique_ptr with a custom deleter with a virtual apply operator, so delete doesn't need to be called here:

https://github.com/apache/incubator-mxnet/blob/master/src/engine/threaded_engine.cc#L472

But it will still use the object pool, this wouldn't be changed.

Did I understand correctly that you think this is not possible or that is better to explicitly delete the operator in this case?

The leak would not be in the first place if you would always pass around a smart pointer from the operator, that was my point, maybe I'm missing something which really needs the raw pointer around, but couldn't you pass around a unique_ptr that gets freed from the pool when needed? having the pointer deleted manually is not exactly exception safe.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506881339,larroy,2019-06-28 21:23:40,15375,[15405],Memory bug,0,"Maybe you know the code better and what I propose doesn't make sense, my proposal was to wrap the operator in a unique_ptr with a custom deleter with a virtual apply operator, so delete doesn't need to be called here: [url]#L472 But it will still use the object pool, this wouldn't be changed. Did I understand correctly that you think this is not possible or that is better to explicitly delete the operator in this case? The leak would not be in the first place if you would always pass around a smart pointer from the operator, that was my point, maybe I'm missing something which really needs the raw pointer around, but couldn't you pass around a unique_ptr that gets freed from the pool when needed? having the pointer deleted manually is not exactly exception safe."
"First when you talk about leak, you talk about naive, which does things differently from threaded.

Coming to threaded, What will be the scope and lifetime of the unique_ptr, that you will be creating, how will dependency engine know when it has to be deleted ? It has individual view of operators not the full graph view.

I have spent a lot of time here, having this discussion, on something that hardly adds any value. I have said all I have to say.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506886676,anirudh2290,2019-06-28 21:46:33,15375,[15405],Memory bug,0,"First when you talk about leak, you talk about naive, which does things differently from threaded. Coming to threaded, What will be the scope and lifetime of the unique_ptr, that you will be creating, how will dependency engine know when it has to be deleted ? It has individual view of operators not the full graph view. I have spent a lot of time here, having this discussion, on something that hardly adds any value. I have said all I have to say."
"> I have spent a lot of time here, having this discussion, on something that hardly adds any value. I have said all I have to say.

Hi @anirudh2290 
I don't think this is very constructive to conclude your reply with that, if you are asking questions. I was trying to understand your point and explain my proposal. If you don't have time to followup, no need to start a discussion in the first place. I just made a suggestion on this ticket to prevent similar kinds of leaks in other places using this code. I respect that you have your own opinion, but for me having unmanaged pointers in many places with a complex delete pattern is creating an environment when reasoning about the code is hard and prone to bugs. Saying that something hardly adds any value is not very constructive if you don't try to understand the problem first. Cheers.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506900904,larroy,2019-06-28 23:03:42,15375,[15405],Memory bug,0,"> I have spent a lot of time here, having this discussion, on something that hardly adds any value. I have said all I have to say. Hi @anirudh2290 I don't think this is very constructive to conclude your reply with that, if you are asking questions. I was trying to understand your point and explain my proposal. If you don't have time to followup, no need to start a discussion in the first place. I just made a suggestion on this ticket to prevent similar kinds of leaks in other places using this code. I respect that you have your own opinion, but for me having unmanaged pointers in many places with a complex delete pattern is creating an environment when reasoning about the code is hard and prone to bugs. Saying that something hardly adds any value is not very constructive if you don't try to understand the problem first. Cheers."
"Okay, I will say it again: the leak is in naive engine and not the threaded engine. Also, let me say again for the threaded engine, there is no problem here. I would request you to spend time fixing some real issues that mxnet has. 

I am going to close this issue, please feel free to open a new one for the naive engine memory leak.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506902499,anirudh2290,2019-06-28 23:13:51,15375,[15405],Memory bug,0,"Okay, I will say it again: the leak is in naive engine and not the threaded engine. Also, let me say again for the threaded engine, there is no problem here. I would request you to spend time fixing some real issues that mxnet has. I am going to close this issue, please feel free to open a new one for the naive engine memory leak."
Did you read the title of the issue? Why are you closing this? it says the leak is in the NaiveEngine when profiling. I said the leak is in Naive Engine since the beginning.,IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506904136,larroy,2019-06-28 23:24:24,15375,[15405],Memory bug,0,Did you read the title of the issue? Why are you closing this? it says the leak is in the NaiveEngine when profiling. I said the leak is in Naive Engine since the beginning.
"This thread has been derailed a lot from the original issue and the whole discussion has been about threaded engine where there is no issue. I will keep this closed, feel free to open a new issue and keep the discussion focused to naive engine.",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506907195,anirudh2290,2019-06-28 23:48:24,15375,[15405],Memory bug,0,"This thread has been derailed a lot from the original issue and the whole discussion has been about threaded engine where there is no issue. I will keep this closed, feel free to open a new issue and keep the discussion focused to naive engine."
"Attaching valgrind run which shows the leaked memory.

![naive_engine_leak](https://user-images.githubusercontent.com/928489/60377426-c12eee80-99cb-11e9-81fc-a15ffb71a799.png)
",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506912535,larroy,2019-06-29 00:40:18,15375,[15405],Memory bug,0,Attaching valgrind run which shows the leaked memory. ![naive_engine_leak]([url]
"
[valgrind.txt](https://github.com/apache/incubator-mxnet/files/3341240/valgrind.txt)
",IssueComment,https://github.com/apache/mxnet/issues/15375#issuecomment-506912862,larroy,2019-06-29 00:44:42,15375,[15405],Memory bug,0,[valgrind.txt]([url]
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Build",IssueComment,https://github.com/apache/mxnet/issues/15612#issuecomment-513335352,mxnet-label-bot,2019-07-19 18:42:37,15612,[15601],Build bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Build"
"@samskalicky Thanks for reporting this Sam, and thanks for the quick PR as well

@mxnet-label-bot add  [Build, Bug]",IssueComment,https://github.com/apache/mxnet/issues/15612#issuecomment-513370894,vrakesh,2019-07-19 20:42:22,15612,[15601],Build bug,0,"@samskalicky Thanks for reporting this Sam, and thanks for the quick PR as well @mxnet-label-bot add [Build, Bug]"
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Bug, C++",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-511704287,mxnet-label-bot,2019-07-16 07:42:21,15555,[15637],Data bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Bug, C++"
"@mxnet-label-bot add [Bug, C++]",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-511705934,kostayScr,2019-07-16 07:47:40,15555,[15637],Data bug,0,"@mxnet-label-bot add [Bug, C++]"
@ZhennanQin could you help take a look for this ?,IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512102501,pengzhao-intel,2019-07-17 04:59:52,15555,[15637],Data bug,0,@ZhennanQin could you help take a look for this ?
"@kostayScr I can't reproduce the crash on my linux box. Probably because:
```
        ArgMap args;
	ArgMap auxiliaryState;
	ArgMap bestModelArgs;
	ArgMap bestModelAux;
```
are all empty in your case, so no copy actually happen. Can you provide a real case that can reproduce this issue?",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512137023,ZhennanQin,2019-07-17 07:26:35,15555,[15637],Data bug,0,"@kostayScr I can't reproduce the crash on my linux box. Probably because: ``[code]`` are all empty in your case, so no copy actually happen. Can you provide a real case that can reproduce this issue?"
"Hello, thanks for looking into it.
Here is more complete code:
```
void TestWaitMapMXNetBug()
{
	using namespace mxnet::cpp;
	using ArgMap = map<string, NDArray>;

	const size_t testDataSz = 10 * 1024 * 1024;

	float *testDataOnes = new float[testDataSz];
	float *testDataZeroes = new float[testDataSz];
	for ( size_t i = 0; i < testDataSz; i++ )
	{
		testDataOnes[i] = 1.0f;
	}
	for ( size_t i = 0; i < testDataSz; i++ )
	{
		testDataZeroes[i] = 0.0f;
	}
	//NDArray testOnes( testDataOnes, testDataSz ); //crash
	//NDArray testZeroes( testDataZeroes, testDataSz );
	NDArray testOnes( testDataOnes, Shape( testDataSz ), Context::cpu() );
	NDArray testZeroes( testDataZeroes, Shape( testDataSz ), Context::cpu() );

	auto CheckNDArrayValues = []( const NDArray &arr, const float val ) //check that all values in array equal to val
	{
		auto arrData = arr.GetData();
		for ( size_t i = 0; i < arr.Size(); i++ )
		{
			if ( arrData[i] != val )
				return false;
		}
		return true;
	};

	ArgMap args;
	ArgMap auxiliaryState;
	ArgMap bestModelArgs;
	ArgMap bestModelAux;
		
	auto testName = ""testName""s;
	args[testName] = testOnes;
	bestModelArgs[testName] = testZeroes;

	//initial test
	std::cout << CheckNDArrayValues( args[testName], 1.0f );
	std::cout << CheckNDArrayValues( bestModelArgs[testName], 0.0f );

	auto AssignNDArrayMap = []( decltype( args ) &lhs, const decltype( args ) &rhs )
	{
		for ( auto &[k, arr] : rhs )
			arr.CopyTo( &lhs.at( k ) );
	};
	auto WaitMap = []( auto &map )
	{
		return; //Workaround - commenting this return statement fixes the problem
		for ( auto &[k, v] : map )
		{
			v.WaitAll();
			v.WaitToRead();
			v.WaitToWrite();
		}
	};
	auto SaveAsBestModel = [ &WaitMap, &bestModelArgs, &bestModelAux, &AssignNDArrayMap, &args, &auxiliaryState ]()
	{
		AssignNDArrayMap( bestModelArgs, args );
		AssignNDArrayMap( bestModelAux, auxiliaryState );
		WaitMap( bestModelArgs );
		WaitMap( bestModelAux );
	};
	auto LoadBestModel = [ &WaitMap, &bestModelArgs, &bestModelAux, &AssignNDArrayMap, &args, &auxiliaryState ]()
	{
		AssignNDArrayMap( args, bestModelArgs );
		AssignNDArrayMap( auxiliaryState, bestModelAux );
		WaitMap( args );
		WaitMap( auxiliaryState );
	};
	//copy
	SaveAsBestModel();  //a -> b
	LoadBestModel();	//b -> a

	//Data in args/auxiliaryState is now Corrupt!
	//test for corruption, now both must contain ones
	std::cout << CheckNDArrayValues( bestModelArgs[testName], 1.0f );
	std::cout << CheckNDArrayValues( args[testName], 1.0f );

	//bestModelArgs got corrupt, maybe it's all zeroes?
	std::cout << CheckNDArrayValues( bestModelArgs[testName], 0.0f );
}
```

Works(fails the check) only in Release build mode for me.
Correct output:
```
true
true
true
true
false
```
Factual output:
```
true
true
false
true
false
```
Enabling the waiting on the NDArrays fixes it.
I also want to clarify that there is no crash - just data corruption.",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512166732,kostayScr,2019-07-17 08:57:33,15555,[15637],Data bug,0,"Hello, thanks for looking into it. Here is more complete code: ``[code]`[code]`[code]`[code]`[code]`` Enabling the waiting on the NDArrays fixes it. I also want to clarify that there is no crash - just data corruption."
"@kostayScr Thanks for providing this case. Confirm that this is reproducible on my linux box. I'm trying to root cause this problem. I also found that naive engine doesn't have this problem, so for workaround, you can switch to naive engine by 
```
export MXNET_ENGINE_TYPE=NaiveEngine
```
 ",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512635746,ZhennanQin,2019-07-18 02:08:17,15555,[15637],Data bug,0,"@kostayScr Thanks for providing this case. Confirm that this is reproducible on my linux box. I'm trying to root cause this problem. I also found that naive engine doesn't have this problem, so for workaround, you can switch to naive engine by ``[code]``"
"@kostayScr After some analysis, I think it's not a bug, but a engine feature. Actually, the order of a->b and b->a is guaranteed by engine, but as `CopyTo` is executed asynchronously, you shouldn't access a NDArray until all operations are done which are pending on it. So inside `CheckNDArrayValues`, you need to add `WaitAll()` for the checked NDArray. The code would be like
```
  auto CheckNDArrayValues = [](const NDArray &arr, const float val) {
    arr.WaitAll();
    auto arrData = arr.GetData();
    for (size_t i = 0; i < arr.Size(); i++) {
      if (arrData[i] != val) return false;
    }
    return true;
  };
```
With this change, you can remove `WaitMap` and get expected result.

In summary, you don't need to wait between `a->b` and `b-a` as engine can make the guarantee. But you need to wait for all operations are finished before accessing `a`. ",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512697381,ZhennanQin,2019-07-18 07:21:45,15555,[15637],Data bug,0,"@kostayScr After some analysis, I think it's not a bug, but a engine feature. Actually, the order of a->b and b->a is guaranteed by engine, but as [code] is executed asynchronously, you shouldn't access a NDArray until all operations are done which are pending on it. So inside [code], you need to add [code] for the checked NDArray. The code would be like ``[code]`[code]WaitMap[code]a->b[code]b-a[code]a`."
"@ZhennanQin I see. But the original problem was with Forward/SyncCopyToCpu() rather than GetData(). I had the impression that GetData() will wait as well, like it does in Python I believe. So I just used it instead without checking(it was shorter). It probably needs a large font warning about waiting before calling it.

Trying to make a reproduction snippet currently. It might be more complex than this, in the original code, the 'b' bunch of NDarrays went out of scope at the end, maybe that's it.",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-512743860,kostayScr,2019-07-18 09:40:43,15555,[15637],Data bug,0,"@ZhennanQin I see. But the original problem was with Forward/SyncCopyToCpu() rather than GetData(). I had the impression that GetData() will wait as well, like it does in Python I believe. So I just used it instead without checking(it was shorter). It probably needs a large font warning about waiting before calling it. Trying to make a reproduction snippet currently. It might be more complex than this, in the original code, the 'b' bunch of NDarrays went out of scope at the end, maybe that's it."
"@ZhennanQin I think I managed to pin it down:
```
auto ConvBlock = []( const Symbol &data, int num, int filterCount = 16, int dilation = 1 )
{
	auto convWeight = Symbol::Variable( ""weight_conv"" + std::to_string( num ) );
	auto convBias = Symbol::Variable( ""bias_conv"" + std::to_string( num ) );
	//stride can help perf w/o hurting performance much
	Symbol net = Convolution( data, convWeight, convBias, Shape( 1, 5 ), filterCount, Shape(), Shape( 1, dilation ) );
	net = Activation( net, ActivationActType::kRelu );
	return net;
};
void TestWaitMapMXNetBug()
{
	using namespace mxnet::cpp;
	using ArgMap = map<string, NDArray>;

	const size_t testDataSz = 1 * 1024 * 1024;

	float *testDataFirst = new float[testDataSz];
	float *testDataSecond = new float[testDataSz];
	for ( size_t i = 0; i < testDataSz; i++ ) //fill test data with pattern to later verify
	{
		testDataFirst[i] = i;
	}
	for ( size_t i = 0; i < testDataSz; i++ )
	{
		testDataSecond[i] = testDataSz - i - 1;
	}
	//NDArray testOnes( testDataOnes, testDataSz ); //crash
	//compare array to the first arr.Size() elements of pattern
	auto CheckNDArrayValuesPattern = []( NDArray &arr, const float *pattern, size_t patternSz )
	{
		//auto arrData = arr.GetData();
		std::unique_ptr<float[]> arrData( new float[arr.Size()] );
		arr.SyncCopyToCPU( arrData.get(), arr.Size() ); //Synchronous copy - calls WaitToRead on NDArray,
		assert( arr.Size() <= patternSz );
		auto res = memcmp( arrData.get(), pattern, arr.Size() * sizeof( float ) );
		return res == 0;
	};
	auto CheckNDArrMapValsPattern = [ &CheckNDArrayValuesPattern ]( auto &map_, const float *pattern, size_t patternSz )
	{
		for ( auto &[k, arr] : map_ )
		{
			if ( !CheckNDArrayValuesPattern( arr, pattern, patternSz ) )
				return false;
		}
		return true;
	};

	ArgMap args;
	ArgMap auxiliaryState;
	ArgMap bestModelArgs;
	ArgMap bestModelAux;
		

	auto SetMapPattern = []( auto &map_, const float *pattern, size_t patternSz )
	{
		for ( auto &[k, arr] : map_ )
		{
			if ( patternSz < arr.Size() )
				throw std::logic_error( __FUNCSIG__ );
			arr.SyncCopyFromCPU( pattern, arr.Size() );
		}
	};

	auto ctx = Context::cpu();
	args[""X""] = NDArray( Shape( 200, 1, 1, 1024 * 1), ctx ); //dummy, (batch_size, channel, height, width)
	Symbol data = Symbol::Variable( ""X"" );
	auto net = ConvBlock( data, 0, 16 );
	net = ConvBlock( net, 1, 16 );
	net = ConvBlock( net, 2, 16 );
	net.InferArgsMap( ctx, &args, args );
	auto exec = net.SimpleBind( ctx, args );
	SetMapPattern( args, testDataFirst, testDataSz );

	for ( auto &[k, v] : args )
		bestModelArgs[k] = NDArray( v.GetShape(), ctx );
	SetMapPattern( bestModelArgs, testDataSecond, testDataSz );

	qDebug() << CheckNDArrMapValsPattern( args, testDataFirst, testDataSz );
	qDebug() << CheckNDArrMapValsPattern( bestModelArgs, testDataSecond, testDataSz );

	auto AssignNDArrayMap = []( decltype( args ) &lhs, const decltype( args ) &rhs )
	{
		for ( auto &[k, arr] : rhs )
			arr.CopyTo( &lhs.at( k ) );
	};
	auto WaitMap = []( auto &map )
	{
		return; //Workaround - commenting this return statement fixes the problem
		for ( auto &[k, v] : map )
		{
			v.WaitAll();
			v.WaitToRead();
			v.WaitToWrite();
		}
	};
	auto SaveAsBestModel = [ &WaitMap, &bestModelArgs, &bestModelAux, &AssignNDArrayMap, &args, &auxiliaryState ]()
	{
		AssignNDArrayMap( bestModelArgs, args );
		AssignNDArrayMap( bestModelAux, auxiliaryState );
		WaitMap( bestModelArgs );
		WaitMap( bestModelAux );
	};
	auto LoadBestModel = [ &WaitMap, &bestModelArgs, &bestModelAux, &AssignNDArrayMap, &args, &auxiliaryState ]()
	{
		AssignNDArrayMap( args, bestModelArgs );
		AssignNDArrayMap( auxiliaryState, bestModelAux );
		WaitMap( args );
		WaitMap( auxiliaryState );
	};

	for ( int i = 0; i < 1000; ++i )
		exec->Forward( false );
	{
		//to make NDArray change it's storage type to the MKLDNN one
		vector<float> dummy( exec->outputs[0].Size() );
		exec->outputs[0].SyncCopyToCPU(&dummy);
	}

	//copy
	SaveAsBestModel();  //a -> b


	for ( auto &[k, v] : args )
	{
		//uncommenting this line must cause an exception:
		//qDebug() << k.c_str() << v.GetData();

		//exception info:
		//ndarray.cc:751
		//#if MXNET_USE_MKLDNN == 1
		//CHECK(!IsMKLDNNData()) << ""We can't generate TBlob for MKLDNN data. ""
		//<< ""Please use Reorder2Default() to generate a new NDArray first"";
		//#endif
	}
	//auto dataPtr1 = bestModelArgs.at( ""0"" ).GetData();
	LoadBestModel();	//b -> a

	//Data in args/auxiliaryState is now Corrupt!
	//test for corruption
	qDebug() << CheckNDArrMapValsPattern( args, testDataFirst, testDataSz );
	qDebug() << CheckNDArrMapValsPattern( bestModelArgs, testDataFirst, testDataSz );
}
```

Output should be all true, but it's:
```
true
true
false
false
```

It seems to be related to the data format (storage type) of the NDArrays. See comment in the code about exception - it's what hinted me at how to reproduce. I checked quite a few things before I got it reproducing, here is the uncleaned code, maybe it'll save some time: https://pastebin.com/RcHb6kdb (the commented code didn't reproduce the bug).",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-513219404,kostayScr,2019-07-19 13:00:01,15555,[15637],Data bug,0,"@ZhennanQin I think I managed to pin it down: ``[code]`[code]`[code]`` It seems to be related to the data format (storage type) of the NDArrays. See comment in the code about exception - it's what hinted me at how to reproduce. I checked quite a few things before I got it reproducing, here is the uncleaned code, maybe it'll save some time: [url] (the commented code didn't reproduce the bug)."
"@kostayScr Thanks for providing such detailed case. I can reproduce it locally. Some experiment shows that it's another unexpected behavior about `MKLDNNDataReorderAsync`.  Quote out it from mkldnn_convolution.cc can fix this issue, but inference speed will drop especially for small batch size. I'm trying to fix this without performance impact. Maybe need more days.",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-513708217,ZhennanQin,2019-07-22 09:08:30,15555,[15637],Data bug,0,"@kostayScr Thanks for providing such detailed case. I can reproduce it locally. Some experiment shows that it's another unexpected behavior about [code]. Quote out it from mkldnn_convolution.cc can fix this issue, but inference speed will drop especially for small batch size. I'm trying to fix this without performance impact. Maybe need more days."
"@ZhennanQin Yeah it was a slippery one, many pre-conditions(that's why the code is so long). The WaitMap function works fine as a workaround for me. Doesn't affect performance and results seem to be stable.",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-513760709,kostayScr,2019-07-22 11:55:41,15555,[15637],Data bug,0,"@ZhennanQin Yeah it was a slippery one, many pre-conditions(that's why the code is so long). The WaitMap function works fine as a workaround for me. Doesn't affect performance and results seem to be stable."
"@kostayScr I filed a PR to fix this: https://github.com/apache/incubator-mxnet/pull/15637. Local test works for me. But as you know, the problem is a bit complicated and random, so I wish you can have a try for your  real case to see if problem is really resolved. Thanks in advance.",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-514083096,ZhennanQin,2019-07-23 07:09:09,15555,[15637],Data bug,0,"@kostayScr I filed a PR to fix this: [url] Local test works for me. But as you know, the problem is a bit complicated and random, so I wish you can have a try for your real case to see if problem is really resolved. Thanks in advance."
"@ZhennanQin I applied the patch manually, then tried to reproduce the bug in my code(ran it 5 times). The bug didn't pop up so hopefully it is fixed now. Should I close the issue?",IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-514157620,kostayScr,2019-07-23 10:46:15,15555,[15637],Data bug,0,"@ZhennanQin I applied the patch manually, then tried to reproduce the bug in my code(ran it 5 times). The bug didn't pop up so hopefully it is fixed now. Should I close the issue?"
@kostayScr Thanks for the try. It's up to you that whether you want to trace the bug to be fixed from master:),IssueComment,https://github.com/apache/mxnet/issues/15555#issuecomment-514448116,ZhennanQin,2019-07-24 01:57:41,15555,[15637],Data bug,0,@kostayScr Thanks for the try. It's up to you that whether you want to trace the bug to be fixed from master:)
"Hey, this is the MXNet Label Bot. 
 Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. 
 Here are my recommended labels: Test",IssueComment,https://github.com/apache/mxnet/issues/15636#issuecomment-514070280,mxnet-label-bot,2019-07-23 06:19:53,15636,[15661],Test bug,0,"Hey, this is the MXNet Label Bot. Thank you for submitting the issue! I will try and suggest some labels so that the appropriate MXNet community members can help resolve it. Here are my recommended labels: Test"
cc: @ChaiBapchya ,IssueComment,https://github.com/apache/mxnet/issues/15636#issuecomment-515613776,sandeep-krishnamurthy,2019-07-26 22:07:48,15636,[15661],Test bug,0,cc: @ChaiBapchya
